State Name,Univesity Name ,College/Stand Alone Institution
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",ADITYA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",MITRA COLLEGE OF EDUCATION FOR WOMEN
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",H P N Degree College
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GURAJADA COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",NARAYANA DORA DEGREE COLLEGE BENDI
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GAYATRI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI KRISHNA SAI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GAYATRI COLLEGE FOR P.G COURSES
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla","GOVERNMENT DEGREE COLLEGE, BARUVA"
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI VENKATESWARA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla","GOVERNMENT DEGREE COLLEGE, AMADALAVALASA"
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SARADA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",VIDYADHARI COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",VAMSADHARA COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",NA
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GOVERNMENT DEGREE COLLEGE FOR WOMEN
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SYSTEM DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",MPR LAW COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI VENKATA SRINIVASA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla","GOVERNMENT DEGREE and P.G. COLLEGE,NARASANNAPETA"
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI SAI SIRISHA COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI RADHAKRISHNA COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SAGAR DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SAMASKARA BHARATHI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",MAHENDRA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",PADMAVATHI MAHILA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",S V S DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",D.R.N. DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI VISWAJYOTHI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI SIVANI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",DR. C.L. NAIDU COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",RAVOOF and VAZIR KHAN MEMORIAL COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",S.L.T.N DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GOVERNMENT DEGREE COLLEGE Narasanna Peta
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",BADAGALA SANKARA RAO DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",RANGUMUDRI COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",KRISHNA SAI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI RAMESWARI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SRI SAKETI SATYANARAYANA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GAYATRI DEGREE COLLEGEOF SCIENCE and MANAGEMENT
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",S.V. DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",CHAITANYA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SPOORTHY DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla","GOVERNMENT DEGREE COLLEGE, VEERAGHATTAM"
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",AKSHARA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla","VAMSADHARA DEGREE COLLEGE, KOTABOMMALI"
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",R.L.N. DORA COLLEGE OF EDUCATION
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",S.S.R. DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",RAMLEELA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",VIDYADHARI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",MOTHER THERESA DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",SIDDHARDHA COLLEGE OF SCIENCE and ARTS
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",THAMMI NAIDU DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",GNANAJYOTHI DEGREE COLLEGE
Andhra Pradesh,"Dr.B.R.Ambedkar University, Etcherla",B.S. and J.R. DEGREE COLLEGE
Andhra Pradesh,"Dravidian University, Kuppam, Chittoor District",NA
Himachal Pradesh,"Eternal University, Baru Sahib Sirmour",NA
Odisha,"Fakir Mohan University, Balasore",Nilamani Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",Trupti Womens College
Odisha,"Fakir Mohan University, Balasore",Jagannath College
Odisha,"Fakir Mohan University, Balasore",Balasore Law College
Odisha,"Fakir Mohan University, Balasore",Agarapada College
Odisha,"Fakir Mohan University, Balasore",S.J.E.F. Barunsingh
Odisha,"Fakir Mohan University, Balasore",Bhadrak Womens College
Odisha,"Fakir Mohan University, Balasore",S.R. College
Odisha,"Fakir Mohan University, Balasore",Tihidi Degree College
Odisha,"Fakir Mohan University, Balasore",Jaleswar Womens College
Odisha,"Fakir Mohan University, Balasore","Gopalpur College,"
Odisha,"Fakir Mohan University, Balasore",Charampa Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore","Khaira College,"
Odisha,"Fakir Mohan University, Balasore",+3 Maa Sarada Devi Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore","H.K. Mahatab College,"
Odisha,"Fakir Mohan University, Balasore",Naami College
Odisha,"Fakir Mohan University, Balasore",B.P. College
Odisha,"Fakir Mohan University, Balasore",Berhampur College
Odisha,"Fakir Mohan University, Balasore",Simulia College
Odisha,"Fakir Mohan University, Balasore",Nilgiri Women College
Odisha,"Fakir Mohan University, Balasore",Mandari College
Odisha,"Fakir Mohan University, Balasore",Bant Achalika College
Odisha,"Fakir Mohan University, Balasore",Babamani College (+3)
Odisha,"Fakir Mohan University, Balasore",K.C. Pipili +3 Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",Dhyamnagar College
Odisha,"Fakir Mohan University, Balasore",Salandi Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",Srinibas College
Odisha,"Fakir Mohan University, Balasore",Nabaghana College
Odisha,"Fakir Mohan University, Balasore",R.I.H.S. Bhograi
Odisha,"Fakir Mohan University, Balasore",Bhadrak (Auto.) College
Odisha,"Fakir Mohan University, Balasore",+3 Panchayat College
Odisha,"Fakir Mohan University, Balasore",Balikhand +3 College
Odisha,"Fakir Mohan University, Balasore",Motto +3 Degree College
Odisha,"Fakir Mohan University, Balasore",Santialata Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",Dr. J.N. College
Odisha,"Fakir Mohan University, Balasore",Ghanteswar Degree College
Odisha,"Fakir Mohan University, Balasore",MAHAVEER COLLEGE
Odisha,"Fakir Mohan University, Balasore",Barapur College
Odisha,"Fakir Mohan University, Balasore",Jambeswar Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",K.K.S. College
Odisha,"Fakir Mohan University, Balasore",Microsolution Computer Academy
Odisha,"Fakir Mohan University, Balasore",Siddheswar College
Odisha,"Fakir Mohan University, Balasore",L.N. College
Odisha,"Fakir Mohan University, Balasore",College of Teacher Education
Odisha,"Fakir Mohan University, Balasore",B.N.M.A. College
Odisha,"Fakir Mohan University, Balasore",U.N. College
Odisha,"Fakir Mohan University, Balasore",Remuna College
Odisha,"Fakir Mohan University, Balasore",Nilgiri College
Odisha,"Fakir Mohan University, Balasore",UNIPOWER SCHOOL OF IT AND MANAGEMENT
Odisha,"Fakir Mohan University, Balasore",B.I.S.T.
Odisha,"Fakir Mohan University, Balasore",D.K. College
Odisha,"Fakir Mohan University, Balasore",+3 Womens College Bhogarai
Odisha,"Fakir Mohan University, Balasore",NA
Odisha,"Fakir Mohan University, Balasore",SWAMI VIVEKANANDA COLLEGE OF MANAGEMENT
Odisha,"Fakir Mohan University, Balasore",Balasore Mahila College
Odisha,"Fakir Mohan University, Balasore",I.G.M. College
Odisha,"Fakir Mohan University, Balasore",Fakir Mohan (Auto) College
Odisha,"Fakir Mohan University, Balasore","Saraswata Mahavidyalaya,"
Odisha,"Fakir Mohan University, Balasore",Balangi Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",S.C. College
Odisha,"Fakir Mohan University, Balasore",ICSS SCHOOL OF IT AND MANAGEMENT
Odisha,"Fakir Mohan University, Balasore",Kamarda Mahavidyalaya
Odisha,"Fakir Mohan University, Balasore",Academy of Business Administration
Uttrakhand,"Forest Research Institute, Dehradun",NA
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Home Science
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Fisheries
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Veterinary and Animal Sciences
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Colloge of Basic Sciences and Humanities
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Technology
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Agribusiness Management
Uttrakhand,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",College of Agriculture
Uttar Pradesh,"G.L.A University, Mathura",NA
Uttar Pradesh,GALGOTIAS UNIVERSITY,NA
Andhra Pradesh,"Gandhi Institute of Technology and Management (GITAM) University, Visakhapatnam",NA
Tamil Nadu,"Gandhigram Rural Institute, Dindigul",NA
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",V.M. Patel Institute of Management
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",Center for Management Studies(CMS)
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",NA
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",V.M. Patel College of Management Studies
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",S.K. Patel College of Pharmaceutical Education and Research
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",Acharya Motibhai Patel Institute of Computer Studies
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",Center for Health Science Studies(CHSS)
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",U.V. Patel College of Engineering
Gujarat,"Ganpat Univeristy, Vidyanagar, Gandhinagar",Mehsana Urban Institute of Biosciences
Assam,"Gauhati University, Guwahati",Bajali College
Assam,"Gauhati University, Guwahati",Progati College
Assam,"Gauhati University, Guwahati",Deomornoi Degree College
Assam,"Gauhati University, Guwahati",Krishna Bora B.Ed. College
Assam,"Gauhati University, Guwahati",West Guwahati College of Edu.
Assam,"Gauhati University, Guwahati",Bikali College
Assam,"Gauhati University, Guwahati",Raha College
Assam,"Gauhati University, Guwahati",Haji Anfor Ali College
Assam,"Gauhati University, Guwahati",R.G. Memorial College
Assam,"Gauhati University, Guwahati",Hojai College
Assam,"Gauhati University, Guwahati",Chatia College
Assam,"Gauhati University, Guwahati",Arya Nursing College
Assam,"Gauhati University, Guwahati",Arya Vidyapeeth College
Assam,"Gauhati University, Guwahati",Kaliabor College
Assam,"Gauhati University, Guwahati",Pubp-Bongsor College
Assam,"Gauhati University, Guwahati",North Kamrup College
Assam,"Gauhati University, Guwahati",Barpeta B.T. College
Assam,"Gauhati University, Guwahati",Dolgoma Anchalik College
Assam,"Gauhati University, Guwahati",Rangapara College
Assam,"Gauhati University, Guwahati",Udali College
Assam,"Gauhati University, Guwahati",Govt. College of Teacher's Edu.
Assam,"Gauhati University, Guwahati",Hari Gayatri Das College
Assam,"Gauhati University, Guwahati",North Gauhati College
Assam,"Gauhati University, Guwahati",Sipajhar College
Assam,"Gauhati University, Guwahati",Beltola College
Assam,"Gauhati University, Guwahati","Govt. B.T. College,Goalpara"
Assam,"Gauhati University, Guwahati",Nonoi College
Assam,"Gauhati University, Guwahati",Mayang Anchalik College
Assam,"Gauhati University, Guwahati",Behali Degree College
Assam,"Gauhati University, Guwahati",Dhamdhama Anchalik College
Assam,"Gauhati University, Guwahati",Bapujee College
Assam,"Gauhati University, Guwahati",BINESWAR BRAHMA ENGINEERING COLLEGE
Assam,"Gauhati University, Guwahati",Darrang College
Assam,"Gauhati University, Guwahati",Harendra Citra College
Assam,"Gauhati University, Guwahati",Moirabari College
Assam,"Gauhati University, Guwahati",L.C. Bharali College
Assam,"Gauhati University, Guwahati",Barbhag College
Assam,"Gauhati University, Guwahati",Bongaigaon College
Assam,"Gauhati University, Guwahati",Manikpur Anchalik College
Assam,"Gauhati University, Guwahati",Govt. College of Teacher's Edu.
Assam,"Gauhati University, Guwahati",Indira Gandhi College
Assam,"Gauhati University, Guwahati",Bishnu Ram Medhi Law College ( LLM )
Assam,"Gauhati University, Guwahati",Hamidabat College
Assam,"Gauhati University, Guwahati",Khoirabari College
Assam,"Gauhati University, Guwahati",Nalbari College ( Assamese)
Assam,"Gauhati University, Guwahati",Dakshin Guwahati B.Ed. College
Assam,"Gauhati University, Guwahati",N.E.F. Law College
Assam,"Gauhati University, Guwahati",Binandi Chandra Medhi College
Assam,"Gauhati University, Guwahati",G.L. Choudhury College
Assam,"Gauhati University, Guwahati",Gossaigaon B.Ed. College
Assam,"Gauhati University, Guwahati",Goreswar College
Assam,"Gauhati University, Guwahati",Mankachar College
Assam,"Gauhati University, Guwahati",Suren Das College
Assam,"Gauhati University, Guwahati",Mangaldai Law College
Assam,"Gauhati University, Guwahati",National Institute for Teacher Education
Assam,"Gauhati University, Guwahati",Gauhati College
Assam,"Gauhati University, Guwahati","College of Education,Nagaon"
Assam,"Gauhati University, Guwahati",Sapatgram College
Assam,"Gauhati University, Guwahati",Puthimari College
Assam,"Gauhati University, Guwahati",Swahid Smriti Mahavidyalaya
Assam,"Gauhati University, Guwahati",Gauhati Commerce College
Assam,"Gauhati University, Guwahati",Madhya Kampeeth College
Assam,"Gauhati University, Guwahati",Central Institute of Technology
Assam,"Gauhati University, Guwahati",Rampur Anchalik College
Assam,"Gauhati University, Guwahati",Goalpara College
Assam,"Gauhati University, Guwahati",Dakshin Kamrup College
Assam,"Gauhati University, Guwahati",Bodofa U.N. Brahma College
Assam,"Gauhati University, Guwahati",Kanya Mahavidyalaya
Assam,"Gauhati University, Guwahati",Jamunamukh College
Assam,"Gauhati University, Guwahati",Kampur College
Assam,"Gauhati University, Guwahati",Girijananda Chowdhury Institute of Pharmaceutical Science
Assam,"Gauhati University, Guwahati",Milanjyoti College
Assam,"Gauhati University, Guwahati",Birjhora Kanya Mahavidyalaya
Assam,"Gauhati University, Guwahati",Paschim Guwahati Mahavidyalaya
Assam,"Gauhati University, Guwahati",Tezpur College
Assam,"Gauhati University, Guwahati",Dhubri Girl's College
Assam,"Gauhati University, Guwahati","Commerce College, Kokrajhar"
Assam,"Gauhati University, Guwahati",Rupahi College
Assam,"Gauhati University, Guwahati",Mangaldai Govt. T.T. College
Assam,"Gauhati University, Guwahati",Barpeta Girl's College
Assam,"Gauhati University, Guwahati",B.N. College
Assam,"Gauhati University, Guwahati",Lumding College
Assam,"Gauhati University, Guwahati",Janata College
Assam,"Gauhati University, Guwahati",Hatsingimari College
Assam,"Gauhati University, Guwahati",R.G. Baruah College
Assam,"Gauhati University, Guwahati",Dispur Law College
Assam,"Gauhati University, Guwahati",Gyanpeeth Degree College
Assam,"Gauhati University, Guwahati",L.O.K.D. College
Assam,"Gauhati University, Guwahati",Abhyayapuri College
Assam,"Gauhati University, Guwahati",Hatichong College
Assam,"Gauhati University, Guwahati","College of Education, Morigaon"
Assam,"Gauhati University, Guwahati",J.B. Law College
Assam,"Gauhati University, Guwahati",Dimoria College
Assam,"Gauhati University, Guwahati",Mushalpur College
Assam,"Gauhati University, Guwahati",West Goalpara College
Assam,"Gauhati University, Guwahati",Govt. K.K. Handique Sanskrit College
Assam,"Gauhati University, Guwahati",Icon Commerce College
Assam,"Gauhati University, Guwahati",F.A. Ahmed College
Assam,"Gauhati University, Guwahati","Girl's College, Kokrajhar"
Assam,"Gauhati University, Guwahati",Bilasipara College
Assam,"Gauhati University, Guwahati",Samaguri College
Assam,"Gauhati University, Guwahati",Srimanta Sankar Madhab Mahavidyalaya
Assam,"Gauhati University, Guwahati",Karmashree Hiteswar Saikia College
Assam,"Gauhati University, Guwahati",NETES Institute of technology and Science
Assam,"Gauhati University, Guwahati",Khagarijan College
Assam,"Gauhati University, Guwahati",Agia College
Assam,"Gauhati University, Guwahati",Baihata Charili B.Ed. College
Assam,"Gauhati University, Guwahati",Chaiduar College
Assam,"Gauhati University, Guwahati",P.B. College
Assam,"Gauhati University, Guwahati",Halakura College
Assam,"Gauhati University, Guwahati",K.C. Das Commerce College
Assam,"Gauhati University, Guwahati",Barnagar College
Assam,"Gauhati University, Guwahati",Tangla College
Assam,"Gauhati University, Guwahati",Dr. B.K.B. College
Assam,"Gauhati University, Guwahati",Rangia College
Assam,"Gauhati University, Guwahati",Kalabari College
Assam,"Gauhati University, Guwahati",Charaibahi College
Assam,"Gauhati University, Guwahati",Purbanchal educational welfare Societys (PEWS) College of Physiotherapy and Medical Sciences
Assam,"Gauhati University, Guwahati",Narangi Anchalik Mahavidyalaya
Assam,"Gauhati University, Guwahati",Gauhati Medical College
Assam,"Gauhati University, Guwahati",Habraghat Mahavidyalaya
Assam,"Gauhati University, Guwahati",Alamganj Rangamati College
Assam,"Gauhati University, Guwahati",Dispur College
Assam,"Gauhati University, Guwahati",J.N. College
Assam,"Gauhati University, Guwahati",Guwahati College of Architecture
Assam,"Gauhati University, Guwahati",Ghana Kanta Barua College
Assam,"Gauhati University, Guwahati",Morigaon College
Assam,"Gauhati University, Guwahati",Mangaldai College
Assam,"Gauhati University, Guwahati",Dakshin Kamrup Girl's College
Assam,"Gauhati University, Guwahati",Madhya Kamrup College
Assam,"Gauhati University, Guwahati",L.G.B. Girl's College
Assam,"Gauhati University, Guwahati",Batadrava S.S.S. College
Assam,"Gauhati University, Guwahati",Tezpur Law College
Assam,"Gauhati University, Guwahati",Royal School of Business / Royal School of engineering and Technology
Assam,"Gauhati University, Guwahati",Pragjyotish College
Assam,"Gauhati University, Guwahati",Barkhetri College
Assam,"Gauhati University, Guwahati",Chhamaria Anchalik College
Assam,"Gauhati University, Guwahati",State College of Music
Assam,"Gauhati University, Guwahati",Scholar's Institute of Technology
Assam,"Gauhati University, Guwahati",B.P. Chaliha College
Assam,"Gauhati University, Guwahati",Domdama College
Assam,"Gauhati University, Guwahati",Nagaon G.N.D.G. Commerce College
Assam,"Gauhati University, Guwahati",Biswanath College of Edu.
Assam,"Gauhati University, Guwahati",Manatma Gandhi College
Assam,"Gauhati University, Guwahati",Nalbari Law College
Assam,"Gauhati University, Guwahati",S.B.M.S. College
Assam,"Gauhati University, Guwahati",Asian Institute of Management and Technology
Assam,"Gauhati University, Guwahati",Shikshan Mahavidyalaya
Assam,"Gauhati University, Guwahati",Uttar Barpeta College
Assam,"Gauhati University, Guwahati",Navasakti College
Assam,"Gauhati University, Guwahati",M.C. College
Assam,"Gauhati University, Guwahati",Nalbari Comm. College
Assam,"Gauhati University, Guwahati",Nowgong Girl's College
Assam,"Gauhati University, Guwahati",T.H.B. College
Assam,"Gauhati University, Guwahati",Ratnapith College
Assam,"Gauhati University, Guwahati",Birjhora Mahavidyalaya
Assam,"Gauhati University, Guwahati",Barpeta Bongaigaon College
Assam,"Gauhati University, Guwahati",Bongaigaon Law College
Assam,"Gauhati University, Guwahati",Gossaigaon College
Assam,"Gauhati University, Guwahati",Mangaldai Comm. College
Assam,"Gauhati University, Guwahati",Hindustan College
Assam,"Gauhati University, Guwahati",Baosi Banikanta Kakoti College
Assam,"Gauhati University, Guwahati",S.B. Deorah College
Assam,"Gauhati University, Guwahati",Bongaigaon B.Ed. College
Assam,"Gauhati University, Guwahati",Nirmal Haloi College
Assam,"Gauhati University, Guwahati",Kamrup College
Assam,"Gauhati University, Guwahati",Nowgong College
Assam,"Gauhati University, Guwahati",Dhing College
Assam,"Gauhati University, Guwahati",Deomornoi B.Ed. College
Assam,"Gauhati University, Guwahati",Asom Sikshak Prasikshan Mahavidyalaya
Assam,"Gauhati University, Guwahati",Dr. Anita Baruah Sarma College of Edu.
Assam,"Gauhati University, Guwahati",Jagiroad College
Assam,"Gauhati University, Guwahati",Bajali T.T.College
Assam,"Gauhati University, Guwahati",Dr. B. Borooah Cancer Institute
Assam,"Gauhati University, Guwahati",Cotton College
Assam,"Gauhati University, Guwahati","Juria College, Fakuli"
Assam,"Gauhati University, Guwahati","L.G.B. Regional Institute of Mental Health,"
Assam,"Gauhati University, Guwahati",Chilarai College
Assam,"Gauhati University, Guwahati",Kokrajhar Govt. College
Assam,"Gauhati University, Guwahati",B.H.B. College
Assam,"Gauhati University, Guwahati",Kharupetia College
Assam,"Gauhati University, Guwahati","Science College, Kokrajhar"
Assam,"Gauhati University, Guwahati",A.D.P. College
Assam,"Gauhati University, Guwahati",Bhawanipur Anchalik College
Assam,"Gauhati University, Guwahati",NA
Assam,"Gauhati University, Guwahati",Dharamsala College
Assam,"Gauhati University, Guwahati",Goalpara Law College
Assam,"Gauhati University, Guwahati",College of Edu. Christianbasti
Assam,"Gauhati University, Guwahati",Nabajyoti College
Assam,"Gauhati University, Guwahati",Biswanath College
Assam,"Gauhati University, Guwahati",Pandu College
Assam,"Gauhati University, Guwahati",Sonapur College
Assam,"Gauhati University, Guwahati",Lanka Mahavidyalaya
Assam,"Gauhati University, Guwahati",K.R.B. Girl's College
Assam,"Gauhati University, Guwahati",Saraighat College
Assam,"Gauhati University, Guwahati","Dimoria College ( Assamese, Economics, MTM )"
Assam,"Gauhati University, Guwahati",Barpeta Law College
Assam,"Gauhati University, Guwahati",Sontali Anchalik College
Assam,"Gauhati University, Guwahati",Pub-Kamrup College
Assam,"Gauhati University, Guwahati",Tihu College
Assam,"Gauhati University, Guwahati",Handique Girl's College
Assam,"Gauhati University, Guwahati",Luitparia College
Assam,"Gauhati University, Guwahati",Barama College
Assam,"Gauhati University, Guwahati",Chhaygaon College
Assam,"Gauhati University, Guwahati",Bengtol College
Assam,"Gauhati University, Guwahati",Dudhnoi College
Assam,"Gauhati University, Guwahati",B Borooah College
Assam,"Gauhati University, Guwahati",T.T. College
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","K N G D MODI ENGIEERING COLLEGE, MODINAGAR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","HYGIA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LUCKNOW"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","SARDAR BHAGAT SINGH COLLEGE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","DR RIZVI COLLEGE OF ENGINEERING, KARARI"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","DR VIRENDRA SWAROOP INSTITUTE OF PROFESSIONAL STUDIES, KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","K L S INSTITUTE OF ENGG AND TECHNOLOGY, BIJNAUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","SRAJAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY, BAREILLY"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","PRAYAG INSTITUTE OF TECHNOLOGY AND MANAGEMENT , ALLAHABAD"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","DR G P R D PATEL INSTITUTE OF TECHNOLOGY AND MANAGEMENT, KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","SUYASH INSTITUTE OF INFORMATION TECHNOLOGY, GORAKHPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","B B S COLLEGE OF ENGINERING AND TECHNOLOGY, ALLAHABAD"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","ALLAHABAD INSTITUTE OF ENGINEERING AND TECHNOLOGY, ALLAHABAD"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","MAHARANA PRATAAP COLLEGE OF ENGINEERING, KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","KAILASH INSTITUTE OF PHARMACY AND MANAGEMENT, GORAKHPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","DJ COLLEGE OF ENGINEERING AND TECHNOLOGY, MODINAGAR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","APOLLO INSTITUTE OF TECHNOLOGY, KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","INSTITUTE OF PHARMACY, HCPG COLLEGE"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","JYOTI COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY , BAREILLY"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","KRISHNA GIRLS ENGINEERING COLLEGE, KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","KIPM COLLEGE OF ENGINEERING AND TECHNOLOGY, GORAKHPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","DR AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPED , KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","VIDYA BHAVAN COLLEGE FOR ENGINEERING TECHNOLOGY , KANPUR"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","UNITED COLLEGE OF ENGINEERING AND MANAGEMENT, ALLAHABAD"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","M P SCHOOL OF ENGINEERING , VARANASI"
Uttar Pradesh,"Gautam Buddh Technical University, Lucknow","SUNRISE INSTITUTE OF ENGINEERING TECHNOLOGY AND MANAGEMENT , UNNAO"
